word_id,transcription
a01-063u-08-00,quickly
a01-063u-08-01,point
a01-063u-08-02,out
a01-063u-08-03,that
a01-063u-08-04,this
a01-063u-08-05,is
a01-063u-08-06,money
a01-063u-08-07,due
a01-063u-09-00,to
a01-063u-09-01,America
a01-063u-09-02,anyway
a01-063u-09-03,.
a01-063x-00-00,But
a01-063x-00-01,he
a01-063x-00-02,said
a01-063x-00-03,discussions
a01-063x-00-04,""""
a01-063x-00-05,on
a01-063x-00-06,a
a01-063x-00-07,higher
a01-063x-01-00,level
a01-063x-01-01,than
a01-063x-01-02,in
a01-063x-01-03,the
a01-063x-01-04,past
a01-063x-01-05,""""
a01-063x-01-06,might
a01-063x-01-07,be
a01-063x-01-08,useful
a01-063x-01-09,.
a01-063x-02-00,The
a01-063x-02-01,President
a01-063x-02-02,will
a01-063x-02-03,probably
a01-063x-02-04,discuss
a01-063x-02-05,the
a01-063x-03-00,problem
a01-063x-03-01,with
a01-063x-03-02,Dr.
a01-063x-03-03,Brentano
a01-063x-03-04,","
a01-063x-03-05,the
a01-063x-03-06,West
a01-063x-04-00,German
a01-063x-04-01,Foreign
a01-063x-04-02,Minister
a01-063x-04-03,","
a01-063x-04-04,who
a01-063x-04-05,is
a01-063x-04-06,due
a01-063x-04-07,in
a01-063x-05-00,Washington
a01-063x-05-01,next
a01-063x-05-02,week
a01-063x-05-03,.
a01-063x-05-04,A
a01-063x-05-05,big
a01-063x-05-06,slice
a01-063x-05-07,of
a01-063x-06-00,Germany's
a01-063x-06-01,""""
a01-063x-06-02,aid
a01-063x-06-03,""""
a01-063x-06-04,is
a01-063x-06-05,the
a01-063x-06-06,early
a01-063x-06-07,payment
a01-063x-07-00,of
a01-063x-07-01,a
a01-063x-07-02,210million
a01-063x-07-03,debt
a01-063x-07-04,to
a01-063x-07-05,America
a01-063x-07-06,.
a01-063x-07-07,United
a01-063x-08-00,States
a01-063x-08-01,officials
a01-063x-08-02,quickly
a01-063x-08-03,point
a01-063x-08-04,out
a01-063x-08-05,that
a01-063x-09-00,this
a01-063x-09-01,is
a01-063x-09-02,money
a01-063x-09-03,due
a01-063x-09-04,to
a01-063x-09-05,America
a01-063x-09-06,anyway
a01-063x-09-07,.
a01-068u-00-00,And
a01-068u-00-01,they
a01-068u-00-02,are
a01-068u-00-03,unimpressed
a01-068u-00-04,by
a01-068u-00-05,the
a01-068u-00-06,Germans'
a01-068u-00-07,claim
a01-068u-01-00,that
a01-068u-01-01,they
a01-068u-01-02,cannot
a01-068u-01-03,pay
a01-068u-01-04,more
a01-068u-01-05,than
a01-068u-01-06,357million
a01-068u-02-00,without
a01-068u-02-01,upsetting
a01-068u-02-02,their
a01-068u-02-03,own
a01-068u-02-04,economy
a01-068u-02-05,.
a01-068u-02-06,The
a01-068u-03-00,Americans
a01-068u-03-01,say
a01-068u-03-02,Germany
a01-068u-03-03,is
a01-068u-03-04,having
a01-068u-03-05,it
a01-068u-03-06,too
a01-068u-04-00,good
a01-068u-04-01,and
a01-068u-04-02,is
a01-068u-04-03,not
a01-068u-04-04,paying
a01-068u-04-05,for
a01-068u-04-06,the
a01-068u-04-07,past
a01-068u-05-00,or
a01-068u-05-01,for
a01-068u-05-02,the
a01-068u-05-03,present
a01-068u-05-04,.
a01-068u-05-05,The
a01-068u-05-06,Adenauer
a01-068u-05-07,Government
a01-068u-06-00,flatly
a01-068u-06-01,rejected
a01-068u-06-02,attempts
a01-068u-06-03,by
a01-068u-06-04,the
a01-068u-06-05,Eisenhower
a01-068u-07-00,Government
a01-068u-07-01,to
a01-068u-07-02,get
a01-068u-07-03,them
a01-068u-07-04,to
a01-068u-07-05,pay
a01-068u-07-06,a
a01-068u-07-07,regular
a01-068u-08-00,sum
a01-068u-08-01,towards
a01-068u-08-02,the
a01-068u-08-03,cost
a01-068u-08-04,of
a01-068u-08-05,keeping
a01-068u-08-06,American
a01-068u-09-00,troops
a01-068u-09-01,in
a01-068u-09-02,Germany
a01-068u-09-03,.
a01-072u-00-00,These
a01-072u-00-01,support
a01-072u-00-02,costs
a01-072u-00-03,are
a01-072u-00-04,a
a01-072u-00-05,big
a01-072u-00-06,drain
a01-072u-00-07,on
a01-072u-01-00,America's
a01-072u-01-01,dollar
a01-072u-01-02,reserves
a01-072u-01-03,.
a01-072u-01-04,Dr.
a01-072u-01-05,Adenauer's
a01-072u-02-00,answer
a01-072u-02-01,is
a01-072u-02-02,the
a01-072u-02-03,once-and-for-all
a01-072u-02-04,cash
a01-072u-03-00,offer
a01-072u-03-01,of
a01-072u-03-02,357million
a01-072u-03-03,.
a01-072u-03-04,President
a01-072u-03-05,Kennedy's
a01-072u-04-00,rejection
a01-072u-04-01,of
a01-072u-04-02,it
a01-072u-04-03,is
a01-072u-04-04,a
a01-072u-04-05,painful
a01-072u-04-06,blow
a01-072u-04-07,to
a01-072u-04-08,the
a01-072u-05-00,West
a01-072u-05-01,German
a01-072u-05-02,Government
a01-072u-05-03,.
a01-072u-05-04,It
a01-072u-05-05,will
a01-072u-05-06,now
a01-072u-05-07,have
a01-072u-06-00,to
a01-072u-06-01,pay
a01-072u-06-02,more
a01-072u-06-03,-
a01-072u-06-04,and
a01-072u-06-05,increase
a01-072u-06-06,taxation
a01-072u-06-07,to
a01-072u-06-08,do
a01-072u-07-00,so
a01-072u-07-01,-
a01-072u-07-02,or
a01-072u-07-03,run
a01-072u-07-04,the
a01-072u-07-05,obvious
a01-072u-07-06,#
a01-072u-07-07,risks
a01-072u-07-08,in
a01-072u-07-09,upsetting
a01-072u-08-00,the
a01-072u-08-01,new
a01-072u-08-02,American
a01-072u-08-03,administration
a01-072u-08-04,.
a01-072x-00-00,These
a01-072x-00-01,support
a01-072x-00-02,costs
a01-072x-00-03,are
a01-072x-00-04,a
a01-072x-00-05,big
a01-072x-00-06,drain
a01-072x-00-07,on
a01-072x-00-08,America's
a01-072x-01-00,dollar
a01-072x-01-01,reserves
a01-072x-01-02,.
a01-072x-01-03,Dr.
a01-072x-01-04,Adenauer's
a01-072x-01-05,answer
a01-072x-01-06,is
a01-072x-01-07,the
a01-072x-02-00,once-and-for-all
a01-072x-02-01,cash
a01-072x-02-02,offer
a01-072x-02-03,of
a01-072x-02-04,357million
a01-072x-02-05,.
a01-072x-02-06,President
a01-072x-03-00,Kennedy's
a01-072x-03-01,rejection
a01-072x-03-02,of
a01-072x-03-03,it
a01-072x-03-04,is
a01-072x-03-05,a
a01-072x-03-06,painful
a01-072x-03-07,blow
a01-072x-03-08,to
a01-072x-03-09,the
a01-072x-04-00,West
a01-072x-04-01,German
a01-072x-04-02,Government
a01-072x-04-03,.
a01-072x-04-04,It
a01-072x-04-05,will
a01-072x-04-06,now
a01-072x-04-07,have
a01-072x-04-08,to
a01-072x-04-09,pay
a01-072x-05-00,more
a01-072x-05-01,-
a01-072x-05-02,and
a01-072x-05-03,increase
a01-072x-05-04,taxation
a01-072x-05-05,to
a01-072x-05-06,do
a01-072x-05-07,so
a01-072x-05-08,-
a01-072x-05-09,or
a01-072x-06-00,run
a01-072x-06-01,the
a01-072x-06-02,obvious
a01-072x-06-03,risks
a01-072x-06-04,in
a01-072x-06-05,upsetting
a01-072x-06-06,the
a01-072x-06-07,new
a01-072x-07-00,American
a01-072x-07-01,administration
a01-072x-07-02,.
a01-077-00-00,And
a01-077-00-01,","
a01-077-00-02,since
a01-077-00-03,this
a01-077-00-04,is
a01-077-00-05,election
a01-077-00-06,year
a01-077-00-07,in
a01-077-00-08,West
a01-077-01-00,Germany
a01-077-01-01,","
a01-077-01-02,Dr.
a01-077-01-03,Adenauer
a01-077-01-04,is
a01-077-01-05,in
a01-077-01-06,a
a01-077-01-07,tough
a01-077-02-00,spot
a01-077-02-01,.
a01-077-02-02,Joyce
a01-077-02-03,Egginton
a01-077-02-04,cables
a01-077-02-05,:
a01-077-02-06,President
a01-077-03-00,Kennedy
a01-077-03-01,at
a01-077-03-02,his
a01-077-03-03,Washington
a01-077-03-04,Press
a01-077-03-05,con-
a01-077-04-00,ference
a01-077-04-01,admitted
a01-077-04-02,he
a01-077-04-03,did
a01-077-04-04,not
a01-077-04-05,know
a01-077-05-00,whether
a01-077-05-01,America
a01-077-05-02,was
a01-077-05-03,lagging
a01-077-05-04,behind
a01-077-06-00,Russia
a01-077-06-01,in
a01-077-06-02,missile
a01-077-06-03,power
a01-077-06-04,.
a01-077-06-05,He
a01-077-06-06,said
a01-077-06-07,he
a01-077-07-00,was
a01-077-07-01,waiting
a01-077-07-02,for
a01-077-07-03,his
a01-077-07-04,senior
a01-077-07-05,military
a01-077-08-00,aides
a01-077-08-01,to
a01-077-08-02,come
a01-077-08-03,up
a01-077-08-04,with
a01-077-08-05,the
a01-077-08-06,answer
a01-077-08-07,on
a01-077-09-00,February
a01-077-09-01,20
a01-077-09-02,.
a01-077u-00-00,And
a01-077u-00-01,","
a01-077u-00-02,since
a01-077u-00-03,this
a01-077u-00-04,is
a01-077u-00-05,election
a01-077u-00-06,year
a01-077u-00-07,in
a01-077u-00-08,West
a01-077u-01-00,Germany
a01-077u-01-01,","
a01-077u-01-02,Dr.
a01-077u-01-03,Adenauer
a01-077u-01-04,is
a01-077u-01-05,in
a01-077u-01-06,a
a01-077u-01-07,tough
a01-077u-01-08,spot
a01-077u-01-09,.
a01-077u-02-00,Joyce
a01-077u-02-01,Egginton
a01-077u-02-02,cables
a01-077u-02-03,:
a01-077u-02-04,President
a01-077u-02-05,Kennedy
a01-077u-03-00,at
a01-077u-03-01,his
a01-077u-03-02,Washington
a01-077u-03-03,Press
a01-077u-03-04,conference
a01-077u-03-05,admitted
a01-077u-04-00,he
a01-077u-04-01,did
a01-077u-04-02,not
a01-077u-04-03,know
a01-077u-04-04,whether
a01-077u-04-05,America
a01-077u-04-06,was
a01-077u-05-00,lagging
a01-077u-05-01,behind
a01-077u-05-02,Russia
a01-077u-05-03,in
a01-077u-05-04,missile
a01-077u-05-05,power
a01-077u-05-06,.
a01-077u-06-00,He
a01-077u-06-01,said
a01-077u-06-02,he
a01-077u-06-03,was
a01-077u-06-04,waiting
a01-077u-06-05,for
a01-077u-06-06,his
a01-077u-06-07,senior
a01-077u-07-00,military
a01-077u-07-01,aides
a01-077u-07-02,to
a01-077u-07-03,come
a01-077u-07-04,up
a01-077u-07-05,with
a01-077u-07-06,the
a01-077u-07-07,answer
a01-077u-08-00,on
a01-077u-08-01,February
a01-077u-08-02,20
a01-077u-08-03,.
a01-082u-00-00,This
a01-082u-00-01,surprising
a01-082u-00-02,statement
a01-082u-00-03,was
a01-082u-00-04,a
a01-082u-00-05,sharp
a01-082u-00-06,about-
a01-082u-01-00,face
a01-082u-01-01,from
a01-082u-01-02,his
a01-082u-01-03,warnings
a01-082u-01-04,during
a01-082u-01-05,the
a01-082u-02-00,Presidential
a01-082u-02-01,election
a01-082u-02-02,campaign
a01-082u-02-03,.
a01-082u-02-04,He
a01-082u-02-05,claimed
a01-082u-03-00,slackness
a01-082u-03-01,in
a01-082u-03-02,the
a01-082u-03-03,Eisenhower
a01-082u-03-04,Administration
a01-082u-04-00,had
a01-082u-04-01,caused
a01-082u-04-02,America
a01-082u-04-03,to
a01-082u-04-04,lag
a01-082u-04-05,behind
a01-082u-04-06,Russia
a01-082u-05-00,in
a01-082u-05-01,nuclear
a01-082u-05-02,development
a01-082u-05-03,.
a01-082u-05-04,President
a01-082u-05-05,Kennedy
a01-082u-06-00,did
a01-082u-06-01,his
a01-082u-06-02,best
a01-082u-06-03,to
a01-082u-06-04,avoid
a01-082u-06-05,giving
a01-082u-06-06,Pressmen
a01-082u-07-00,a
a01-082u-07-01,direct
a01-082u-07-02,answer
a01-082u-07-03,.
a01-082u-07-04,George
a01-082u-07-05,Brown
a01-082u-08-00,CHILDREN
a01-082u-08-01,TWO
a01-082u-08-02,men
a01-082u-08-03,who
a01-082u-08-04,are
a01-082u-08-05,poles
a01-082u-08-06,apart
a01-082u-09-00,in
a01-082u-09-01,personality
a01-082u-09-02,last
a01-082u-09-03,night
a01-082u-09-04,dominated
a01-087-00-00,Mr.
a01-087-00-01,Brown
a01-087-00-02,","
a01-087-00-03,passionate
a01-087-00-04,and
a01-087-00-05,warm-hearted
a01-087-00-06,","
a01-087-00-07,led
a01-087-01-00,Labour's
a01-087-01-01,attack
a01-087-01-02,on
a01-087-01-03,the
a01-087-01-04,higher
a01-087-01-05,health
a01-087-02-00,charges
a01-087-02-01,.
a01-087-02-02,Mr.
a01-087-02-03,Powell
a01-087-02-04,","
a01-087-02-05,white-faced
a01-087-02-06,and
a01-087-02-07,outwardly
a01-087-03-00,unemotional
a01-087-03-01,","
a01-087-03-02,replied
a01-087-03-03,with
a01-087-03-04,a
a01-087-03-05,statistical
a01-087-03-06,state-
a01-087-04-00,ment
a01-087-04-01,-
a01-087-04-02,and
a01-087-04-03,ended
a01-087-04-04,by
a01-087-04-05,inciting
a01-087-04-06,Labour
a01-087-04-07,Ps
a01-087-05-00,to
a01-087-05-01,angry
a01-087-05-02,uproar
a01-087-05-03,.
a01-087-05-04,One
a01-087-05-05,dealt
a01-087-05-06,with
a01-087-05-07,the
a01-087-05-08,human
a01-087-06-00,issue
a01-087-06-01,behind
a01-087-06-02,the
a01-087-06-03,Health
a01-087-06-04,Service
a01-087-06-05,;
a01-087-06-06,the
a01-087-06-07,other
a01-087-07-00,tried
a01-087-07-01,to
a01-087-07-02,show
a01-087-07-03,that
a01-087-07-04,the
a01-087-07-05,balance-sheet
a01-087-07-06,must
a01-087-08-00,always
a01-087-08-01,come
a01-087-08-02,first
a01-087-08-03,.
a01-087u-00-00,Mr.
a01-087u-00-01,Brown
a01-087u-00-02,","
a01-087u-00-03,passionate
a01-087u-00-04,and
a01-087u-00-05,warm-hearted
a01-087u-00-06,","
a01-087u-01-00,led
a01-087u-01-01,Labour's
a01-087u-01-02,attack
a01-087u-01-03,on
a01-087u-01-04,the
a01-087u-01-05,higher
a01-087u-01-06,health
a01-087u-02-00,charges
a01-087u-02-01,.
a01-087u-02-02,Mr.
a01-087u-02-03,Powell
a01-087u-02-04,","
a01-087u-02-05,white-faced
a01-087u-02-06,and
a01-087u-03-00,outwardly
a01-087u-03-01,unemotional
a01-087u-03-02,","
a01-087u-03-03,replied
a01-087u-03-04,with
a01-087u-03-05,a
a01-087u-04-00,statistical
a01-087u-04-01,statement
a01-087u-04-02,-
a01-087u-04-03,and
a01-087u-04-04,ended
a01-087u-04-05,by
a01-087u-04-06,inciting
a01-087u-05-00,Labour
a01-087u-05-01,Ps
a01-087u-05-02,to
a01-087u-05-03,angry
a01-087u-05-04,uproar
a01-087u-05-05,.
a01-087u-05-06,One
a01-087u-05-07,dealt
a01-087u-06-00,with
a01-087u-06-01,the
a01-087u-06-02,human
a01-087u-06-03,issue
a01-087u-06-04,behind
a01-087u-06-05,the
a01-087u-06-06,Health
a01-087u-07-00,Service
a01-087u-07-01,;
a01-087u-07-02,the
a01-087u-07-03,other
a01-087u-07-04,tried
a01-087u-07-05,to
a01-087u-07-06,show
a01-087u-07-07,that
a01-087u-07-08,the
a01-087u-08-00,balance-sheet
a01-087u-08-01,must
a01-087u-08-02,always
a01-087u-08-03,come
a01-087u-08-04,first
a01-087u-08-05,.
a01-091-00-00,The
a01-091-00-01,result
a01-091-00-02,of
a01-091-00-03,the
a01-091-00-04,vote
a01-091-00-05,was
a01-091-00-06,not
a01-091-00-07,in
a01-091-01-00,doubt
a01-091-01-01,.
a01-091-01-02,For
a01-091-01-03,the
a01-091-01-04,Tories
a01-091-01-05,were
a01-091-01-06,massed
a01-091-02-00,in
a01-091-02-01,answer
a01-091-02-02,to
a01-091-02-03,their
a01-091-02-04,whips
a01-091-02-05,to
a01-091-02-06,defeat
a01-091-02-07,a
a01-091-03-00,censure
a01-091-03-01,motion
a01-091-03-02,on
a01-091-03-03,the
a01-091-03-04,Government
a01-091-03-05,for
a01-091-04-00,""""
a01-091-04-01,undermining
a01-091-04-02,the
a01-091-04-03,Health
a01-091-04-04,Service
a01-091-04-05,""""
a01-091-04-06,and
a01-091-05-00,placing
a01-091-05-01,heavy
a01-091-05-02,burdens
a01-091-05-03,on
a01-091-05-04,those
a01-091-05-05,least
a01-091-06-00,able
a01-091-06-01,to
a01-091-06-02,bear
a01-091-06-03,them
a01-091-06-04,.
a01-091-06-05,Mr.
a01-091-06-06,Brown
a01-091-07-00,declared
a01-091-07-01,that
a01-091-07-02,the
a01-091-07-03,policy
a01-091-07-04,under
a01-091-07-05,censure
a01-091-08-00,was
a01-091-08-01,monstrous
a01-091-08-02,.
a01-091-08-03,It
a01-091-08-04,had
a01-091-08-05,offended
a01-091-08-06,many
a01-091-09-00,people
a01-091-09-01,far
a01-091-09-02,beyond
a01-091-09-03,the
a01-091-09-04,ranks
a01-091-09-05,of
a01-091-09-06,Labour
a01-091-10-00,supporters
a01-091-10-01,.
a01-091u-00-00,The
a01-091u-00-01,result
a01-091u-00-02,of
a01-091u-00-03,the
a01-091u-00-04,vote
a01-091u-00-05,was
a01-091u-00-06,not
a01-091u-00-07,in
a01-091u-00-08,doubt
a01-091u-00-09,.
a01-091u-01-00,For
a01-091u-01-01,the
a01-091u-01-02,Tories
a01-091u-01-03,were
a01-091u-01-04,massed
a01-091u-01-05,in
a01-091u-01-06,answer
a01-091u-01-07,to
a01-091u-02-00,their
a01-091u-02-01,whips
a01-091u-02-02,to
a01-091u-02-03,defeat
a01-091u-02-04,a
a01-091u-02-05,censure
a01-091u-02-06,motion
a01-091u-03-00,on
a01-091u-03-01,the
a01-091u-03-02,Government
a01-091u-03-03,for
a01-091u-03-04,""""
a01-091u-03-05,undermining
a01-091u-03-06,the
a01-091u-04-00,Health
a01-091u-04-01,Service
a01-091u-04-02,""""
a01-091u-04-03,and
a01-091u-04-04,placing
a01-091u-04-05,heavy
a01-091u-04-06,burdens
a01-091u-05-00,on
a01-091u-05-01,those
a01-091u-05-02,least
a01-091u-05-03,able
a01-091u-05-04,to
a01-091u-05-05,bear
a01-091u-05-06,them
a01-091u-05-07,.
a01-091u-05-08,Mr.
a01-091u-06-00,Brown
a01-091u-06-01,declared
a01-091u-06-02,that
a01-091u-06-03,the
a01-091u-06-04,policy
a01-091u-06-05,under
a01-091u-07-00,censure
a01-091u-07-01,was
a01-091u-07-02,monstrous
a01-091u-07-03,.
a01-091u-07-04,It
a01-091u-07-05,had
a01-091u-07-06,offended
a01-091u-08-00,many
a01-091u-08-01,people
a01-091u-08-02,far
a01-091u-08-03,beyond
a01-091u-08-04,the
a01-091u-08-05,ranks
a01-091u-08-06,of
a01-091u-09-00,Labour
a01-091u-09-01,supporters
a01-091u-09-02,.
a01-096u-00-00,The
a01-096u-00-01,Press
a01-096u-00-02,","
a01-096u-00-03,many
a01-096u-00-04,doctors
a01-096u-00-05,and
a01-096u-00-06,public
a01-096u-00-07,were
a01-096u-01-00,denouncing
a01-096u-01-01,the
a01-096u-01-02,proposals
a01-096u-01-03,.
a01-096u-01-04,He
a01-096u-01-05,quoted
a01-096u-01-06,from
a01-096u-02-00,this
a01-096u-02-01,letter
a01-096u-02-02,which
a01-096u-02-03,Mr.
a01-096u-02-04,Gaitskell
a01-096u-02-05,had
a01-096u-02-06,received
a01-096u-02-07,:
a01-096u-03-00,""""
a01-096u-03-01,My
a01-096u-03-02,background
a01-096u-03-03,is
a01-096u-03-04,a
a01-096u-03-05,doctor
a01-096u-03-06,of
a01-096u-03-07,68
a01-096u-03-08,","
a01-096u-03-09,who
a01-096u-04-00,has
a01-096u-04-01,practised
a01-096u-04-02,medicine
a01-096u-04-03,for
a01-096u-04-04,43
a01-096u-04-05,years
a01-096u-04-06,","
a01-096u-04-07,chiefly
a01-096u-05-00,as
a01-096u-05-01,a
a01-096u-05-02,panel
a01-096u-05-03,doctor
a01-096u-05-04,.
a01-096u-05-05,""""
a01-096u-05-06,I
a01-096u-05-07,am
a01-096u-05-08,a
a01-096u-05-09,lifelong
a01-096u-06-00,Conservative
a01-096u-06-01,.
a01-096u-06-02,I
a01-096u-06-03,am
a01-096u-06-04,horrified
a01-096u-06-05,and
a01-096u-06-06,amazed
a01-096u-07-00,by
a01-096u-07-01,my
a01-096u-07-02,party's
a01-096u-07-03,proposal
a01-096u-07-04,to
a01-096u-07-05,prostitute
a01-096u-07-06,the
a01-096u-08-00,whole
a01-096u-08-01,principle
a01-096u-08-02,of
a01-096u-08-03,the
a01-096u-08-04,State
a01-096u-08-05,service
a01-096u-08-06,and
a01-096u-09-00,to
a01-096u-09-01,render
a01-096u-09-02,that
a01-096u-09-03,service
a01-096u-09-04,a
a01-096u-09-05,hardship
a01-096u-09-06,to
a01-096u-09-07,poor
a01-096u-10-00,people
a01-096u-10-01,.
a01-102-00-00,""""
a01-102-00-01,After
a01-102-00-02,a
a01-102-00-03,lifetime
a01-102-00-04,of
a01-102-00-05,helping
a01-102-00-06,others
a01-102-00-07,and
a01-102-01-00,healing
a01-102-01-01,the
a01-102-01-02,sick
a01-102-01-03,","
a01-102-01-04,my
a01-102-01-05,considered
a01-102-02-00,opinion
a01-102-02-01,is
a01-102-02-02,that
a01-102-02-03,anybody
a01-102-02-04,supporting
a01-102-03-00,the
a01-102-03-01,increased
a01-102-03-02,charges
a01-102-03-03,is
a01-102-03-04,a
a01-102-03-05,wicked
a01-102-03-06,","
a01-102-04-00,old
a01-102-04-01,-
a01-102-04-02,.
a01-102-04-03,""""
a01-102-04-04,Mr.
a01-102-04-05,Brown
a01-102-04-06,went
a01-102-04-07,on
a01-102-04-08,:
a01-102-04-09,""""
a01-102-04-10,We
a01-102-05-00,are
a01-102-05-01,dealing
a01-102-05-02,with
a01-102-05-03,a
a01-102-05-04,noble
a01-102-05-05,edifice
a01-102-05-06,which
a01-102-06-00,needs
a01-102-06-01,an
a01-102-06-02,imaginative
a01-102-06-03,architect
a01-102-06-04,to
a01-102-07-00,improve
a01-102-07-01,it
a01-102-07-02,","
a01-102-07-03,but
a01-102-07-04,it
a01-102-07-05,has
a01-102-07-06,got
a01-102-07-07,a
a01-102-08-00,quantity
a01-102-08-01,surveyor
a01-102-08-02,.
a01-102-08-03,We
a01-102-08-04,have
a01-102-08-05,descended
a01-102-09-00,from
a01-102-09-01,the
a01-102-09-02,real
a01-102-09-03,problems
a01-102-09-04,to
a01-102-09-05,fiddling
a01-102-09-06,about
a01-102-10-00,with
a01-102-10-01,bills
a01-102-10-02,of
a01-102-10-03,cost
a01-102-10-04,.
a01-102u-00-00,""""
a01-102u-00-01,After
a01-102u-00-02,a
a01-102u-00-03,lifetime
a01-102u-00-04,of
a01-102u-00-05,helping
a01-102u-00-06,others
a01-102u-00-07,and
a01-102u-01-00,healing
a01-102u-01-01,the
a01-102u-01-02,sick
a01-102u-01-03,","
a01-102u-01-04,my
a01-102u-01-05,considered
a01-102u-01-06,opinion
a01-102u-01-07,is
a01-102u-01-08,that
a01-102u-02-00,anybody
a01-102u-02-01,supporting
a01-102u-02-02,the
a01-102u-02-03,increased
a01-102u-02-04,charges
a01-102u-02-05,is
a01-102u-02-06,a
a01-102u-03-00,wicked
a01-102u-03-01,","
a01-102u-03-02,old
a01-102u-03-03,-
a01-102u-03-04,.
a01-102u-03-05,""""
a01-102u-03-06,Mr.
a01-102u-03-07,Brown
a01-102u-03-08,went
a01-102u-03-09,on
a01-102u-03-10,:
a01-102u-03-11,""""
a01-102u-03-12,We
a01-102u-04-00,are
a01-102u-04-01,dealing
a01-102u-04-02,with
a01-102u-04-03,a
a01-102u-04-04,noble
a01-102u-04-05,edifice
a01-102u-04-06,which
a01-102u-05-00,needs
a01-102u-05-01,an
a01-102u-05-02,imaginative
a01-102u-05-03,architect
a01-102u-05-04,to
a01-102u-05-05,improve
a01-102u-06-00,it
a01-102u-06-01,","
a01-102u-06-02,but
a01-102u-06-03,it
a01-102u-06-04,has
a01-102u-06-05,got
a01-102u-06-06,a
a01-102u-06-07,quantity
a01-102u-06-08,surveyor
a01-102u-06-09,.
a01-102u-06-10,We
a01-102u-07-00,have
a01-102u-07-01,descended
a01-102u-07-02,from
a01-102u-07-03,the
a01-102u-07-04,real
a01-102u-07-05,problems
a01-102u-07-06,to
a01-102u-08-00,fiddling
a01-102u-08-01,about
a01-102u-08-02,with
a01-102u-08-03,bills
a01-102u-08-04,of
a01-102u-08-05,cost
a01-102u-08-06,.
a01-107-00-00,We
a01-107-00-01,believe
a01-107-00-02,that
a01-107-00-03,a
a01-107-00-04,comprehensive
a01-107-00-05,medical
a01-107-00-06,service
a01-107-00-07,","
a01-107-00-08,free
a01-107-00-09,to
a01-107-00-10,the
a01-107-00-11,patient
a01-107-01-00,at
a01-107-01-01,the
a01-107-01-02,point
a01-107-01-03,of
a01-107-01-04,need
a01-107-01-05,and
a01-107-01-06,with
a01-107-01-07,one
a01-107-01-08,standard
a01-107-01-09,for
a01-107-01-10,all
a01-107-01-11,sick
a01-107-02-00,people
a01-107-02-01,","
a01-107-02-02,is
a01-107-02-03,good
a01-107-02-04,and
a01-107-02-05,attainable
a01-107-02-06,.
a01-107-02-07,""""
a01-107-02-08,We
a01-107-02-09,remain
a01-107-02-10,for
a01-107-02-11,it
a01-107-02-12,.
a01-107-02-13,But
a01-107-02-14,the
a01-107-02-15,Tories
a01-107-03-00,never
a01-107-03-01,were
a01-107-03-02,.
a01-107-03-03,""""
a01-107-03-04,Interrupted
a01-107-03-05,by
a01-107-03-06,angry
a01-107-03-07,Tories
a01-107-03-08,","
a01-107-03-09,Mr.
a01-107-03-10,Brown
a01-107-03-11,retorted
a01-107-03-12,:
a01-107-04-00,""""
a01-107-04-01,The
a01-107-04-02,jackals
a01-107-04-03,bay
a01-107-04-04,when
a01-107-04-05,there
a01-107-04-06,is
a01-107-04-07,nothing
a01-107-04-08,better
a01-107-04-09,they
a01-107-04-10,can
a01-107-04-11,do
a01-107-04-12,.
a01-107-04-13,""""
a01-107u-00-00,""""
a01-107u-00-01,We
a01-107u-00-02,believe
a01-107u-00-03,that
a01-107u-00-04,a
a01-107u-00-05,comprehensive
a01-107u-00-06,medical
a01-107u-01-00,service
a01-107u-01-01,","
a01-107u-01-02,free
a01-107u-01-03,to
a01-107u-01-04,the
a01-107u-01-05,patient
a01-107u-01-06,at
a01-107u-01-07,the
a01-107u-01-08,point
a01-107u-02-00,of
a01-107u-02-01,need
a01-107u-02-02,and
a01-107u-02-03,with
a01-107u-02-04,one
a01-107u-02-05,standard
a01-107u-02-06,for
a01-107u-02-07,all
a01-107u-03-00,sick
a01-107u-03-01,people
a01-107u-03-02,","
a01-107u-03-03,is
a01-107u-03-04,good
a01-107u-03-05,and
a01-107u-03-06,attainable
a01-107u-03-07,.
a01-107u-04-00,""""
a01-107u-04-01,We
a01-107u-04-02,remain
a01-107u-04-03,for
a01-107u-04-04,it
a01-107u-04-05,.
a01-107u-04-06,But
a01-107u-04-07,the
a01-107u-04-08,Tories
a01-107u-05-00,never
a01-107u-05-01,were
a01-107u-05-02,.
a01-107u-05-03,""""
a01-107u-05-04,Interrupted
a01-107u-05-05,by
a01-107u-05-06,angry
a01-107u-05-07,Tories
a01-107u-05-08,","
a01-107u-06-00,Mr.
a01-107u-06-01,Brown
a01-107u-06-02,retorted
a01-107u-06-03,:
a01-107u-06-04,""""
a01-107u-06-05,The
a01-107u-06-06,jackals
a01-107u-06-07,bay
a01-107u-07-00,when
a01-107u-07-01,there
a01-107u-07-02,is
a01-107u-07-03,nothing
a01-107u-07-04,better
a01-107u-07-05,they
a01-107u-07-06,can
a01-107u-07-07,do
a01-107u-07-08,.
a01-107u-07-09,""""
a01-113-00-00,He
a01-113-00-01,told
a01-113-00-02,them
a01-113-00-03,that
a01-113-00-04,their
a01-113-00-05,conception
a01-113-00-06,of
a01-113-00-07,social
a01-113-00-08,services
a01-113-00-09,was
a01-113-00-10,wholly
